2008,11,20,AA,Buy,100,
2008,11,28,AA,Sell,100,
2009,2,17,AA,Buy,100,
2009,2,24,AA,Sell,100,
2009,3,30,AA,Buy,100,
2009,4,6,AA,Sell,100,
2008,11,6,AES,Buy,100,
2008,11,13,AES,Sell,100,
2008,11,20,AES,Buy,100,
2008,11,28,AES,Sell,100,
2008,12,1,AES,Buy,100,
2008,12,8,AES,Sell,100,
2008,12,4,AES,Buy,100,
2008,12,11,AES,Sell,100,
2009,2,20,AES,Buy,100,
2009,2,27,AES,Sell,100,
2008,9,15,AIG,Buy,100,
2008,9,22,AIG,Sell,100,
2009,2,10,AIV,Buy,100,
2009,2,18,AIV,Sell,100,
2009,4,13,AIV,Buy,100,
2009,4,20,AIV,Sell,100,
2009,4,27,AIV,Buy,100,
2009,5,4,AIV,Sell,100,
2008,1,3,AMD,Buy,100,
2008,1,10,AMD,Sell,100,
2008,1,22,AMD,Buy,100,
2008,1,29,AMD,Sell,100,
2008,2,6,AMD,Buy,100,
2008,2,13,AMD,Sell,100,
2008,3,3,AMD,Buy,100,
2008,3,10,AMD,Sell,100,
2008,5,7,AMD,Buy,100,
2008,5,14,AMD,Sell,100,
2008,5,23,AMD,Buy,100,
2008,6,2,AMD,Sell,100,
2008,6,11,AMD,Buy,100,
2008,6,18,AMD,Sell,100,
2008,6,20,AMD,Buy,100,
2008,6,27,AMD,Sell,100,
2009,11,20,AMD,Buy,100,
2009,11,30,AMD,Sell,100,
2009,11,24,AMD,Buy,100,
2009,12,2,AMD,Sell,100,
2009,11,27,AMD,Buy,100,
2009,12,4,AMD,Sell,100,
2008,10,15,AN,Buy,100,
2008,10,22,AN,Sell,100,
2008,10,21,AN,Buy,100,
2008,10,28,AN,Sell,100,
2008,11,14,AN,Buy,100,
2008,11,21,AN,Sell,100,
2009,1,20,BAC,Buy,100,
2009,1,27,BAC,Sell,100,
2009,1,29,BAC,Buy,100,
2009,2,5,BAC,Sell,100,
2009,3,19,BAC,Buy,100,
