2008;1;3;50000
2008;1;4;49893
2008;1;7;49875
2008;1;8;49846
2008;1;9;49801
2008;1;10;49844
2008;1;11;49844
2008;1;14;49844
2008;1;15;49844
2008;1;16;49844
2008;1;17;49844
2008;1;18;49844
2008;1;22;49844
2008;1;23;49917
2008;1;24;49965
2008;1;25;50151
2008;1;28;50377
2008;1;29;50419
2008;1;30;50411
2008;1;31;50411
2008;2;1;50411
2008;2;4;50411
2008;2;5;50411
2008;2;6;50395
2008;2;7;50374
2008;2;8;50245
2008;2;11;50386
2008;2;12;50433
2008;2;13;50536
2008;2;14;50514
2008;2;15;50510
2008;2;19;50510
2008;2;20;50510
2008;2;21;50510
2008;2;22;50510
2008;2;25;50510
2008;2;26;50510
2008;2;27;50510
2008;2;28;50510
2008;2;29;50510
2008;3;3;50510
2008;3;4;50500
2008;3;5;50525
2008;3;6;50441
2008;3;7;50511
2008;3;10;50326
2008;3;11;50306
2008;3;12;50280
2008;3;13;50233
2008;3;14;50236
2008;3;17;50200
2008;3;18;50200
2008;3;19;50200
2008;3;20;50200
2008;3;24;50200
2008;3;25;50200
2008;3;26;50200
2008;3;27;50200
2008;3;28;50200
2008;3;31;50200
2008;4;1;50200
2008;4;2;50200
2008;4;3;50200
2008;4;4;50200
2008;4;7;50200
2008;4;8;50200
2008;4;9;50200
2008;4;10;50200
2008;4;11;50200
2008;4;14;50200
2008;4;15;50200
2008;4;16;50200
2008;4;17;50200
2008;4;18;50200
2008;4;21;50200
2008;4;22;50200
2008;4;23;50200
2008;4;24;50200
2008;4;25;50200
2008;4;28;50200
2008;4;29;50200
2008;4;30;50200
2008;5;1;50200
2008;5;2;50200
2008;5;5;50200
2008;5;6;50200
2008;5;7;50200
2008;5;8;50202
2008;5;9;50203
2008;5;12;50225
2008;5;13;50228
2008;5;14;50225
2008;5;15;50225
2008;5;16;50225
2008;5;19;50227
2008;5;20;50220
2008;5;21;50206
2008;5;22;50205
2008;5;23;50204
2008;5;27;50201
2008;5;28;50189
2008;5;29;50177
2008;5;30;50197
2008;6;2;50173
2008;6;3;50173
2008;6;4;50173
2008;6;5;50173
2008;6;6;50173
2008;6;9;50173
2008;6;10;50173
2008;6;11;50173
2008;6;12;50167
2008;6;13;50210
2008;6;16;50275
2008;6;17;50199
2008;6;18;50074
2008;6;19;50110
2008;6;20;50097
2008;6;23;50029
2008;6;24;49992
2008;6;25;50013
2008;6;26;49943
2008;6;27;49832
2008;6;30;49803
2008;7;1;49782
2008;7;2;49794
2008;7;3;49780
2008;7;7;49780
2008;7;8;49862
2008;7;9;49800
2008;7;10;49838
2008;7;11;49840
2008;7;14;49526
2008;7;15;49607
2008;7;16;49865
2008;7;17;50031
2008;7;18;50061
2008;7;21;50088
2008;7;22;50267
2008;7;23;50242
2008;7;24;50180
2008;7;25;50188
2008;7;28;50072
2008;7;29;50238
2008;7;30;50224
2008;7;31;50190
2008;8;1;50213
2008;8;4;50219
2008;8;5;50202
2008;8;6;50232
2008;8;7;50242
2008;8;8;50263
2008;8;11;50292
2008;8;12;50300
2008;8;13;50300
2008;8;14;50300
2008;8;15;50300
2008;8;18;50300
2008;8;19;50300
2008;8;20;50300
2008;8;21;50300
2008;8;22;50350
2008;8;25;50303
2008;8;26;50311
2008;8;27;50308
2008;8;28;50338
2008;8;29;50338
2008;9;2;50335
2008;9;3;50320
2008;9;4;50282
2008;9;5;50320
2008;9;8;50323
2008;9;9;50323
2008;9;10;50323
2008;9;11;50323
2008;9;12;50323
2008;9;15;50323
2008;9;16;48609
2008;9;17;45682
2008;9;18;46804
2008;9;19;48835
2008;9;22;50228
2008;9;23;50255
2008;9;24;50242
2008;9;25;50272
2008;9;26;50271
2008;9;29;50188
2008;9;30;50542
2008;10;1;50419
2008;10;2;50413
2008;10;3;50443
2008;10;6;50283
2008;10;7;50069
2008;10;8;49978
2008;10;9;49814
2008;10;10;50077
2008;10;13;51012
2008;10;14;52571
2008;10;15;51623
2008;10;16;52158
2008;10;17;52143
2008;10;20;52298
2008;10;21;52112
2008;10;22;51765
2008;10;23;51389
2008;10;24;51229
2008;10;27;51093
2008;10;28;51568
2008;10;29;51817
2008;10;30;52005
2008;10;31;52224
2008;11;3;52302
2008;11;4;52366
2008;11;5;52324
2008;11;6;52275
2008;11;7;52580
2008;11;10;52241
2008;11;11;51587
2008;11;12;51060
2008;11;13;51817
2008;11;14;51384
2008;11;17;51072
2008;11;18;51043
2008;11;19;50275
2008;11;20;47832
2008;11;21;47900
2008;11;24;51842
2008;11;25;52622
2008;11;26;54461
2008;11;28;54690
2008;12;1;54622
2008;12;2;55883
2008;12;3;56859
2008;12;4;56643
2008;12;5;58063
2008;12;8;59207
2008;12;9;59066
2008;12;10;59031
2008;12;11;58934
2008;12;12;59030
2008;12;15;59000
2008;12;16;59433
2008;12;17;59461
2008;12;18;59261
2008;12;19;59329
2008;12;22;59283
2008;12;23;59028
2008;12;24;59322
2008;12;26;59199
2008;12;29;59041
2008;12;30;59260
2008;12;31;59264
2009;1;2;59199
2009;1;5;59190
2009;1;6;59234
2009;1;7;59350
2009;1;8;59306
2009;1;9;59358
2009;1;12;58191
2009;1;13;58507
2009;1;14;56853
2009;1;15;55855
2009;1;16;55716
2009;1;20;55040
2009;1;21;55533
2009;1;22;55249
2009;1;23;55375
2009;1;26;55502
2009;1;27;55529
2009;1;28;55784
2009;1;29;55532
2009;1;30;55280
