2008,2,25,100000
2008,2,26,99977
2008,2,27,100822
2008,2,28,101397
2008,2,29,100641
2008,3,3,99180
2008,3,4,97981
2008,3,5,98088
2008,3,6,98088
2008,3,7,98088
2008,3,10,98088
2008,3,11,98088
2008,3,12,98088
2008,3,13,98088
2008,3,14,98088
2008,3,17,98088
2008,3,18,98088
2008,3,19,98088
2008,3,20,98088
2008,3,24,98088
2008,3,25,98088
2008,3,26,98088
2008,3,27,98088
2008,3,28,98088
2008,3,31,98088
2008,4,1,98088
2008,4,2,98181
2008,4,3,98222
2008,4,4,98213
2008,4,7,98225
2008,4,8,98239
2008,4,9,98052
2008,4,10,98179
2008,4,11,97994
2008,4,14,97750
2008,4,15,97704
2008,4,16,97704
2008,4,17,97853
2008,4,18,98068
2008,4,21,98620
2008,4,22,96506
2008,4,23,98251
2008,4,24,97897
2008,4,25,98988
2008,4,28,98619
2008,4,29,98540
2008,4,30,98411
2008,5,1,99451
2008,5,2,99670
2008,5,5,100104
2008,5,6,101498
2008,5,7,100518
2008,5,8,101132
2008,5,9,100482
2008,5,12,101036
2008,5,13,101108
2008,5,14,101108
2008,5,15,101108
2008,5,16,101326
2008,5,19,101037
2008,5,20,100953
2008,5,21,100427
2008,5,22,100641
2008,5,23,100281
2008,5,27,100449
2008,5,28,100449
2008,5,29,100449
2008,5,30,100449
2008,6,2,100449
2008,6,3,100449
2008,6,4,100449
2008,6,5,100449
2008,6,6,100449
2008,6,9,100449
2008,6,10,100449
2008,6,11,100449
2008,6,12,100449
2008,6,13,100449
2008,6,16,100449
2008,6,17,100449
2008,6,18,100449
2008,6,19,100449
2008,6,20,100449
2008,6,23,100449
2008,6,24,100449
2008,6,25,100449
2008,6,26,100449
2008,6,27,100449
2008,6,30,100449
2008,7,1,100449
2008,7,2,100449
2008,7,3,100449
2008,7,7,100449
2008,7,8,100449
2008,7,9,100449
2008,7,10,100449
2008,7,11,100449
2008,7,14,100449
2008,7,15,100449
2008,7,16,100449
2008,7,17,100449
2008,7,18,100449
2008,7,21,100449
2008,7,22,100449
2008,7,23,100449
2008,7,24,100449
2008,7,25,100449
2008,7,28,100449
2008,7,29,100449
2008,7,30,100449
2008,7,31,100451
2008,8,1,100391
2008,8,4,100391
2008,8,5,100479
2008,8,6,101431
2008,8,7,101006
2008,8,8,100888
2008,8,11,100942
2008,8,12,101855
2008,8,13,105638
2008,8,14,104929
2008,8,15,103469
2008,8,18,102318
2008,8,19,102045
2008,8,20,102158
2008,8,21,102290
2008,8,22,102406
2008,8,25,102406
2008,8,26,102406
2008,8,27,102406
2008,8,28,102406
2008,8,29,102406
2008,9,2,102406
2008,9,3,102406
2008,9,4,102406
2008,9,5,102406
2008,9,8,102406
2008,9,9,102406
2008,9,10,102406
2008,9,11,102406
2008,9,12,102406
2008,9,15,102406
2008,9,16,102406
2008,9,17,102406
2008,9,18,102406
2008,9,19,102406
2008,9,22,102406
2008,9,23,102406
2008,9,24,102406
2008,9,25,102406
2008,9,26,102406
2008,9,29,102406
2008,9,30,102406
2008,10,1,102406
2008,10,2,102406
2008,10,3,102406
2008,10,6,102406
2008,10,7,102406
2008,10,8,102406
2008,10,9,102406
2008,10,10,102406
2008,10,13,102406
2008,10,14,102406
2008,10,15,102406
2008,10,16,102406
2008,10,17,102406
2008,10,20,102406
2008,10,21,102406
2008,10,22,102406
2008,10,23,102406
2008,10,24,102406
2008,10,27,102406
2008,10,28,102406
2008,10,29,102406
2008,10,30,102406
2008,10,31,102406
2008,11,3,102406
2008,11,4,102406
2008,11,5,102393
2008,11,6,102377
2008,11,7,102371
2008,11,10,102351
2008,11,11,102350
2008,11,12,102350
2008,11,13,102350
2008,11,14,102350
2008,11,17,102350
2008,11,18,102350
2008,11,19,102350
2008,11,20,102350
2008,11,21,102350
2008,11,24,102350
2008,11,25,102350
2008,11,26,102350
2008,11,28,102350
2008,12,1,102350
2008,12,2,102350
2008,12,3,102350
2008,12,4,102350
2008,12,5,102350
2008,12,8,102350
2008,12,9,102225
2008,12,10,102231
2008,12,11,102156
2008,12,12,102180
2008,12,15,102170
2008,12,16,102315
2008,12,17,102263
2008,12,18,102372
2008,12,19,102444
2008,12,22,102431
2008,12,23,102290
2008,12,24,102290
2008,12,26,102290
2008,12,29,102290
2008,12,30,102290
2008,12,31,102290
2009,1,2,102375
2009,1,5,102397
2009,1,6,102408
2009,1,7,102371
2009,1,8,102434
2009,1,9,102442
2009,1,12,102191
2009,1,13,102312
2009,1,14,102312
2009,1,15,102312
2009,1,16,102312
2009,1,20,102312
2009,1,21,102312
2009,1,22,102312
2009,1,23,102312
2009,1,26,102312
2009,1,27,102312
2009,1,28,102312
2009,1,29,102312
2009,1,30,102312
2009,2,2,102312
2009,2,3,102312
2009,2,4,102312
2009,2,5,102312
2009,2,6,102312
2009,2,9,102320
2009,2,10,102231
2009,2,11,102245
2009,2,12,102241
2009,2,13,102186
2009,2,17,102186
2009,2,18,102186
2009,2,19,102186
2009,2,20,102186
2009,2,23,102186
2009,2,24,102186
2009,2,25,102186
2009,2,26,102186
2009,2,27,102186
2009,3,2,102186
2009,3,3,102186
2009,3,4,102186
2009,3,5,102186
2009,3,6,102186
2009,3,9,102186
2009,3,10,102186
2009,3,11,102186
2009,3,12,102186
2009,3,13,102186
2009,3,16,102186
2009,3,17,102186
2009,3,18,102186
2009,3,19,102171
2009,3,20,102168
2009,3,23,102279
2009,3,24,102284
2009,3,25,102316
2009,3,26,102348
2009,3,27,102339
2009,3,30,102379
2009,3,31,102514
2009,4,1,102560
2009,4,2,102709
2009,4,3,102668
2009,4,6,102472
2009,4,7,102535
2009,4,8,102682
2009,4,9,102717
2009,4,13,102823
2009,4,14,102820
2009,4,15,102998
2009,4,16,103172
2009,4,17,103172
2009,4,20,103004
2009,4,21,103002
2009,4,22,102967
2009,4,23,103018
2009,4,24,102993
2009,4,27,103000
2009,4,28,103076
2009,4,29,103157
2009,4,30,103305
2009,5,1,103274
2009,5,4,104495
2009,5,5,103869
2009,5,6,104482
2009,5,7,105054
2009,5,8,106476
2009,5,11,107238
2009,5,12,106707
2009,5,13,104966
2009,5,14,105924
2009,5,15,106105
2009,5,18,106817
2009,5,19,107135
2009,5,20,107135
2009,5,21,107135
2009,5,22,107135
2009,5,26,107135
2009,5,27,107135
2009,5,28,107135
2009,5,29,107135
2009,6,1,107404
2009,6,2,107416
2009,6,3,107159
2009,6,4,107537
2009,6,5,107479
2009,6,8,107542
2009,6,9,107516
2009,6,10,107373
2009,6,11,107390
2009,6,12,107464
2009,6,15,106512
2009,6,16,106699
2009,6,17,106645
2009,6,18,107211
2009,6,19,107262
2009,6,22,107262
2009,6,23,107262
2009,6,24,107262
2009,6,25,107262
2009,6,26,107262
2009,6,29,107262
2009,6,30,107262
2009,7,1,107262
2009,7,2,107262
2009,7,6,107262
2009,7,7,107262
2009,7,8,107262
2009,7,9,107262
2009,7,10,107262
2009,7,13,107262
2009,7,14,107262
2009,7,15,107262
2009,7,16,107262
2009,7,17,107262
2009,7,20,107262
2009,7,21,107258
2009,7,22,107402
2009,7,23,107490
2009,7,24,107486
2009,7,27,107699
2009,7,28,108118
2009,7,29,108387
2009,7,30,108278
2009,7,31,108374
2009,8,3,108454
2009,8,4,108512
2009,8,5,108245
2009,8,6,107971
2009,8,7,108601
2009,8,10,108358
2009,8,11,108218
2009,8,12,108201
2009,8,13,108168
2009,8,14,108214
2009,8,17,108153
2009,8,18,108182
2009,8,19,108294
2009,8,20,108284
2009,8,21,108327
2009,8,24,108311
2009,8,25,108292
2009,8,26,108333
2009,8,27,108404
2009,8,28,108389
2009,8,31,108206
2009,9,1,107956
2009,9,2,108200
2009,9,3,108439
2009,9,4,108702
2009,9,8,108702
2009,9,9,108702
2009,9,10,108702
2009,9,11,108650
2009,9,14,108875
2009,9,15,108999
2009,9,16,109235
2009,9,17,109024
2009,9,18,109162
2009,9,21,109346
2009,9,22,109968
2009,9,23,109797
2009,9,24,109586
2009,9,25,109688
2009,9,28,109859
2009,9,29,109929
2009,9,30,109929
2009,10,1,109929
2009,10,2,109929
2009,10,5,109929
2009,10,6,109929
2009,10,7,109929
2009,10,8,109929
2009,10,9,109929
2009,10,12,109943
2009,10,13,109992
2009,10,14,110016
2009,10,15,109973
2009,10,16,110025
2009,10,19,110353
2009,10,20,110159
2009,10,21,109118
2009,10,22,110151
2009,10,23,109399
2009,10,26,108474
2009,10,27,108152
2009,10,28,108083
2009,10,29,108140
2009,10,30,108140
2009,11,2,108140
2009,11,3,108140
2009,11,4,108140
2009,11,5,108140
2009,11,6,108140
2009,11,9,108140
2009,11,10,108207
2009,11,11,108149
2009,11,12,108110
2009,11,13,108131
2009,11,16,108497
2009,11,17,108431
2009,11,18,108271
2009,11,19,108116
2009,11,20,108099
2009,11,23,108144
2009,11,24,108090
2009,11,25,108121
2009,11,27,107973
2009,11,30,107898
2009,12,1,108096
2009,12,2,108150
2009,12,3,108136
2009,12,4,108136
2009,12,7,108136
2009,12,8,108136
2009,12,9,108136
2009,12,10,108136
2009,12,11,108136
2009,12,14,108136
2009,12,15,107884
2009,12,16,107683
2009,12,17,107173
2009,12,18,108090
2009,12,21,108543
2009,12,22,108779
2009,12,23,108982
2009,12,24,109084
2009,12,28,109067
2009,12,29,109287
2009,12,30,109201
2009,12,31,109132
2010,1,4,109190
2010,1,5,109324
