2008,4,1,100000
2008,4,2,100093
2008,4,3,100134
2008,4,4,100125
2008,4,7,100137
2008,4,8,100167
2008,4,9,101323
2008,4,10,99608
2008,4,11,101541
2008,4,14,102507
2008,4,15,100955
2008,4,16,99157
2008,4,17,99400
2008,4,18,96013
2008,4,21,95984
2008,4,22,96023
2008,4,23,95857
2008,4,24,96149
2008,4,25,95542
2008,4,28,93975
2008,4,29,93159
2008,4,30,91911
2008,5,1,89674
2008,5,2,89220
2008,5,5,88981
2008,5,6,88797
2008,5,7,88619
2008,5,8,88645
2008,5,9,88511
2008,5,12,89342
2008,5,13,89981
2008,5,14,90265
2008,5,15,90475
2008,5,16,90163
2008,5,19,90006
2008,5,20,89980
2008,5,21,89632
2008,5,22,89599
2008,5,23,90083
2008,5,27,90600
2008,5,28,91160
2008,5,29,90659
2008,5,30,91074
2008,6,2,90469
2008,6,3,89840
2008,6,4,89750
2008,6,5,91406
2008,6,6,91723
2008,6,9,93507
2008,6,10,92178
2008,6,11,92360
2008,6,12,91734
2008,6,13,91787
2008,6,16,92535
2008,6,17,93707
2008,6,18,93922
2008,6,19,93970
2008,6,20,93333
2008,6,23,94422
2008,6,24,92974
2008,6,25,93545
2008,6,26,92408
2008,6,27,92432
2008,6,30,91945
2008,7,1,91267
2008,7,2,90182
2008,7,3,88919
2008,7,7,89738
2008,7,8,88903
2008,7,9,90083
2008,7,10,90135
2008,7,11,91247
2008,7,14,93186
2008,7,15,92231
2008,7,16,91421
2008,7,17,89942
2008,7,18,89708
2008,7,21,90698
2008,7,22,88733
2008,7,23,86781
2008,7,24,86243
2008,7,25,87030
2008,7,28,87740
2008,7,29,86990
2008,7,30,89169
2008,7,31,87352
2008,8,1,86967
2008,8,4,85313
2008,8,5,81396
2008,8,6,82797
2008,8,7,83435
2008,8,8,83018
2008,8,11,83264
2008,8,12,84351
2008,8,13,85561
2008,8,14,85480
2008,8,15,85338
2008,8,18,84302
2008,8,19,85345
2008,8,20,85248
2008,8,21,85779
2008,8,22,84243
2008,8,25,84319
2008,8,26,84929
2008,8,27,85521
2008,8,28,85601
2008,8,29,85133
2008,9,2,83041
2008,9,3,82521
2008,9,4,82693
2008,9,5,81178
2008,9,8,79621
2008,9,9,80325
2008,9,10,81415
2008,9,11,82209
2008,9,12,83630
2008,9,15,84198
2008,9,16,85008
2008,9,17,86312
2008,9,18,85052
2008,9,19,84404
2008,9,22,86252
2008,9,23,85803
2008,9,24,85948
2008,9,25,85011
2008,9,26,84443
2008,9,29,87358
2008,9,30,85742
2008,10,1,85047
2008,10,2,85540
2008,10,3,85545
2008,10,6,86431
2008,10,7,83067
2008,10,8,84240
2008,10,9,85615
2008,10,10,85092
2008,10,13,84687
2008,10,14,83847
2008,10,15,85513
2008,10,16,86706
2008,10,17,85976
2008,10,20,86874
2008,10,21,86991
2008,10,22,86690
2008,10,23,86871
2008,10,24,87208
2008,10,27,86919
2008,10,28,86177
2008,10,29,85049
2008,10,30,82979
2008,10,31,81628
2008,11,3,83545
2008,11,4,84209
2008,11,5,85884
2008,11,6,86662
2008,11,7,86654
2008,11,10,88333
2008,11,11,87537
2008,11,12,87427
2008,11,13,88226
2008,11,14,89377
2008,11,17,89800
2008,11,18,90660
2008,11,19,91174
2008,11,20,91429
2008,11,21,92050
2008,11,24,91324
2008,11,25,93549
2008,11,26,93476
2008,11,28,94516
2008,12,1,93334
2008,12,2,92202
2008,12,3,91235
2008,12,4,89992
2008,12,5,90005
2008,12,8,89728
2008,12,9,90528
2008,12,10,93065
2008,12,11,93435
2008,12,12,93330
2008,12,15,94761
2008,12,16,94568
2008,12,17,92464
2008,12,18,90823
2008,12,19,90801
2008,12,22,90167
2008,12,23,90270
2008,12,24,91081
2008,12,26,92763
2008,12,29,91746
2008,12,30,93661
