Date,Open,High,Low,Close,Volume,Adj Close
2009-05-27,43.15,44.35,42.68,42.79,4568100,39.55
2009-05-26,41.61,43.33,41.19,42.79,4292400,39.55
2009-05-22,41.77,43.68,41.57,41.90,7203300,38.73
2009-05-21,43.30,43.32,41.20,41.57,9265600,38.42
2009-05-20,44.52,47.50,44.00,44.33,10621300,40.97
2009-05-19,44.41,44.75,41.51,43.82,6450700,40.50
2009-05-18,42.52,44.50,42.22,44.47,5450300,41.10
2009-05-15,41.75,43.03,41.45,41.91,4325500,38.73
2009-05-14,41.07,42.17,40.50,41.78,5481400,38.61
2009-05-13,42.83,43.07,40.82,41.06,5712400,37.95
2009-05-12,44.28,44.84,42.58,43.71,5549300,40.40
2009-05-11,44.24,44.58,43.39,43.82,4349900,40.50
2009-05-08,44.12,45.77,44.12,44.91,5944800,41.51
2009-05-07,47.71,47.98,43.27,43.80,7817100,40.48
2009-05-06,46.05,47.49,45.13,47.05,7137700,43.49
2009-05-05,44.81,45.69,44.38,45.40,4207200,41.96
2009-05-04,43.44,45.50,43.39,45.08,5521700,41.66
2009-05-01,41.27,43.24,41.26,42.88,5413200,39.63
2009-04-30,40.86,42.98,40.63,41.26,6132500,38.13
2009-04-29,38.95,40.75,38.70,40.21,4993200,37.16
2009-04-28,38.80,39.35,38.01,38.45,4053500,35.54
2009-04-27,40.00,40.45,38.82,39.31,4667300,36.33
2009-04-24,39.01,41.14,38.80,40.52,5563700,37.45
2009-04-23,38.89,40.08,37.58,38.83,6200300,35.89
2009-04-22,37.54,40.49,37.30,39.19,8560900,36.22
2009-04-21,35.91,38.11,35.77,37.90,6207400,35.03
2009-04-20,38.85,38.85,36.59,36.72,5300800,33.94
2009-04-17,39.71,40.36,39.03,39.44,5631400,36.45
2009-04-16,39.01,40.60,38.36,40.21,6691000,37.16
2009-04-15,36.62,39.20,36.56,39.14,5792500,36.17
2009-04-14,37.01,38.39,36.60,37.02,3829200,34.22
2009-04-13,37.13,37.86,36.10,37.47,3826300,34.63
2009-04-09,35.54,37.60,35.50,37.47,5405400,34.63
2009-04-08,35.13,35.85,33.78,34.43,7058500,31.82
2009-04-07,36.28,36.28,34.91,34.98,5468000,32.33
2009-04-06,36.91,37.15,35.80,36.96,4271500,34.16
2009-04-03,35.96,37.52,35.73,37.30,7373800,34.47
2009-04-02,35.06,36.75,34.85,36.07,6862400,33.34
2009-04-01,32.10,34.68,31.88,34.26,9670100,31.66
2009-03-31,33.08,33.50,32.35,32.87,6935500,30.38
2009-03-30,33.99,34.03,31.79,32.40,6988500,29.95
2009-03-27,35.20,36.01,34.81,35.07,4213700,32.41
2009-03-26,35.02,36.16,34.79,35.92,5852800,32.94
2009-03-25,35.29,36.08,33.17,34.67,7760600,31.79
2009-03-24,33.89,35.73,33.28,34.97,8520300,32.07
2009-03-23,31.30,34.40,31.30,34.40,6737800,31.55
2009-03-20,31.89,32.45,30.61,30.72,6682000,28.17
2009-03-19,31.51,32.75,31.51,31.83,6061800,29.19
2009-03-18,30.43,31.61,29.19,31.06,6106600,28.48
2009-03-17,30.20,30.74,29.29,30.74,4135500,28.19
2009-03-16,29.99,31.55,29.71,30.10,5595600,27.60
2009-03-13,30.02,30.50,28.78,29.65,5375400,27.19
2009-03-12,28.63,30.00,27.72,29.90,5796500,27.42
2009-03-11,28.02,29.17,27.43,28.68,7885300,26.30
2009-03-10,26.79,27.91,26.41,27.84,10167500,25.53
2009-03-09,25.12,26.56,25.03,25.78,6633800,23.64
2009-03-06,25.99,26.70,24.62,25.51,6635100,23.39
2009-03-05,25.98,26.65,25.01,25.32,6531300,23.22
2009-03-04,26.40,27.80,26.17,26.92,9962400,24.69
2009-03-03,25.41,26.24,24.51,25.29,8215400,23.19
2009-03-02,26.75,26.80,24.59,24.83,9603800,22.77
2009-02-27,26.77,28.47,26.47,27.49,8266000,25.21
2009-02-26,27.65,28.30,27.17,27.18,7568700,24.93
2009-02-25,28.65,28.94,26.40,27.01,8486100,24.77
2009-02-24,27.30,28.72,26.61,28.45,11930800,26.09
2009-02-23,29.85,29.85,26.96,26.99,7546600,24.75
2009-02-20,29.60,30.35,28.34,28.89,9002400,26.49
2009-02-19,32.52,33.12,30.06,30.38,7883800,27.86
2009-02-18,32.54,33.75,31.70,32.23,12788000,29.56
2009-02-17,34.34,34.78,33.03,33.49,9138900,30.71
2009-02-13,37.56,38.15,35.82,36.11,6199700,33.11
2009-02-12,37.56,37.56,36.00,37.30,5562500,34.21
2009-02-11,38.83,39.39,37.17,38.28,3881600,35.10
2009-02-10,40.25,41.34,37.80,38.40,5856700,35.21
2009-02-09,41.95,42.00,39.87,40.62,4229200,37.25
2009-02-06,40.22,42.36,39.72,41.81,8182500,38.34
2009-02-05,37.11,40.25,36.52,39.64,8269000,36.35
2009-02-04,36.50,38.83,36.40,37.50,5979400,34.39
2009-02-03,35.58,36.26,34.98,36.01,4510700,33.02
2009-02-02,33.86,35.43,33.00,35.10,6260700,32.19
2009-01-30,35.60,35.99,33.85,34.74,6322500,31.86
2009-01-29,37.64,37.64,35.52,36.00,4652600,33.01
2009-01-28,37.28,38.74,36.80,37.85,4821700,34.71
2009-01-27,35.57,36.50,35.13,35.90,4243200,32.92
2009-01-26,35.24,37.05,34.60,35.32,7766000,32.39
2009-01-23,36.33,38.05,35.54,36.62,6723100,33.58
2009-01-22,37.69,38.54,36.26,37.47,5437900,34.36
2009-01-21,38.00,39.42,37.23,39.29,4529100,36.03
2009-01-20,39.42,39.85,36.75,37.29,5357800,34.20
2009-01-16,40.50,40.50,37.85,39.88,4499600,36.57
2009-01-15,39.83,40.21,37.66,39.64,7022000,36.35
2009-01-14,39.74,40.06,37.78,39.50,7273200,36.22
2009-01-13,40.30,41.32,39.57,40.78,7472100,37.40
2009-01-12,44.55,45.00,40.75,41.56,7590300,38.11
2009-01-09,45.19,46.76,44.51,45.99,7331900,42.17
2009-01-08,43.40,45.68,43.17,45.18,7460700,41.43
2009-01-07,43.95,44.00,41.89,42.65,5259900,39.11
2009-01-06,43.94,45.00,43.12,44.57,5950200,40.87
2009-01-05,41.42,44.61,40.99,42.89,6395200,39.33
2009-01-02,38.74,41.98,38.36,41.51,4426800,38.07
2008-12-31,37.69,38.94,37.28,38.32,4512500,35.14
2008-12-30,38.10,38.46,36.82,37.65,4260800,34.53
2008-12-29,38.89,38.89,37.13,37.87,1896100,34.73
2008-12-26,38.13,38.75,37.73,38.47,1347100,35.02
2008-12-24,37.57,38.14,37.26,38.05,989700,34.64
2008-12-23,37.35,38.43,37.05,37.28,2924000,33.94
2008-12-22,39.56,39.76,35.80,36.84,4803500,33.54
2008-12-19,39.09,40.01,38.46,39.38,4509400,35.85
2008-12-18,40.73,40.98,38.12,38.67,4221000,35.20
2008-12-17,38.00,41.53,37.80,40.38,6785600,36.76
2008-12-16,37.10,38.48,36.15,38.23,5558700,34.80
2008-12-15,37.73,37.80,35.93,36.36,3682300,33.10
2008-12-12,35.00,37.20,34.39,36.86,4600100,33.56
2008-12-11,38.39,38.78,35.85,36.15,5014200,32.91
2008-12-10,38.47,39.20,36.50,38.75,6744500,35.28
2008-12-09,36.06,39.63,35.35,37.97,9322300,34.57
2008-12-08,33.48,37.33,33.30,37.01,9653700,33.69
2008-12-05,30.20,32.05,29.10,31.99,6615800,29.12
2008-12-04,33.10,33.56,30.43,30.98,5473400,28.20
2008-12-03,30.44,34.28,30.44,33.75,6689500,30.72
2008-12-02,31.59,32.47,30.59,31.84,5574800,28.99
2008-12-01,33.80,33.98,30.14,30.40,7578500,27.68
2008-11-28,35.55,36.62,34.19,34.81,3615000,31.69
2008-11-26,30.09,36.00,28.87,35.76,15955300,32.55
2008-11-25,34.45,34.92,31.50,33.10,6478200,30.13
2008-11-24,31.88,34.05,31.20,33.18,6230000,30.21
2008-11-21,29.86,31.30,28.57,30.97,9069400,28.19
2008-11-20,30.82,31.82,28.58,28.77,8376300,26.19
2008-11-19,33.16,34.00,31.02,31.08,4880000,28.29
2008-11-18,32.59,34.26,32.50,33.72,5184600,30.70
2008-11-17,32.93,34.17,32.40,32.74,4023800,29.81
2008-11-14,34.97,36.00,33.64,33.79,6042400,30.76
2008-11-13,33.00,35.82,30.62,35.78,8756400,32.57
2008-11-12,34.37,34.43,32.31,32.73,5575900,29.80
2008-11-11,35.73,35.92,33.55,35.12,5385400,31.97
2008-11-10,39.00,39.44,36.03,36.87,4667800,33.57
2008-11-07,36.87,37.86,35.51,37.21,4955900,33.87
2008-11-06,39.03,39.21,35.20,35.81,5882500,32.60
2008-11-05,41.97,42.50,39.44,39.53,5080000,35.99
2008-11-04,40.59,42.80,40.46,42.54,5699000,38.73
2008-11-03,38.50,40.17,38.27,39.03,4142800,35.53
2008-10-31,37.32,39.70,37.04,38.56,4668700,35.10
2008-10-30,37.36,38.84,36.35,38.44,6310300,34.99
2008-10-29,33.52,39.24,33.04,35.74,11665900,32.54
2008-10-28,31.45,33.27,29.10,33.27,7029300,30.29
2008-10-27,30.00,31.93,29.11,29.89,5925200,27.21
2008-10-24,28.96,31.61,28.50,30.36,8619100,27.64
2008-10-23,34.38,34.50,30.37,32.38,10301100,29.48
2008-10-22,36.45,36.77,32.25,33.83,8941400,30.80
2008-10-21,37.16,39.48,37.00,37.39,5806600,34.04
2008-10-20,39.94,40.64,36.25,38.60,9395400,35.14
2008-10-17,38.20,41.15,37.05,39.42,8787300,35.89
2008-10-16,37.99,39.06,34.75,38.90,8947800,35.41
2008-10-15,40.25,40.78,36.82,37.10,9367400,33.77
2008-10-14,44.69,45.35,40.77,41.99,10685700,38.23
2008-10-13,40.60,42.90,40.15,42.45,8075800,38.64
2008-10-10,37.40,41.25,34.50,38.12,14386200,34.70
2008-10-09,39.25,41.32,38.16,39.00,15497200,35.50
2008-10-08,34.86,39.17,34.85,37.99,17281200,34.58
2008-10-07,38.50,39.60,35.00,36.00,12893100,32.77
2008-10-06,37.81,38.18,34.00,37.29,13619000,33.95
2008-10-03,40.32,42.86,38.56,39.24,14751300,35.72
2008-10-02,45.92,45.96,38.90,39.72,16813900,36.16
2008-10-01,49.49,49.49,46.00,46.30,6942500,42.15
2008-09-30,49.17,49.57,47.22,49.50,8079900,45.06
2008-09-29,54.15,54.24,46.18,47.76,11143200,43.48
2008-09-26,56.88,56.97,54.50,55.33,5469000,50.37
2008-09-25,59.69,59.77,57.50,57.76,6390400,52.33
2008-09-24,61.05,61.80,58.65,59.12,3343300,53.56
2008-09-23,62.50,63.99,59.98,60.77,3414400,55.05
2008-09-22,63.06,64.22,62.60,63.10,3354700,57.17
2008-09-19,65.54,65.54,62.11,63.38,5051500,57.42
2008-09-18,60.51,62.75,58.00,62.02,6360200,56.19
2008-09-17,61.93,62.95,59.87,59.92,4850200,54.28
2008-09-16,59.87,63.77,59.09,63.19,6896700,57.25
2008-09-15,61.06,63.67,61.06,61.21,4785700,55.45
2008-09-12,61.18,63.65,60.56,63.24,4549600,57.29
2008-09-11,58.80,61.67,58.00,61.58,4715500,55.79
2008-09-10,60.56,60.88,58.92,59.75,5633800,54.13
2008-09-09,62.64,63.00,59.88,59.95,5580100,54.31
2008-09-08,64.75,65.40,61.20,62.78,4955600,56.88
2008-09-05,62.93,63.49,61.92,63.23,6217300,57.28
2008-09-04,65.88,65.90,62.33,63.50,6293200,57.53
2008-09-03,68.64,68.64,65.29,66.53,5647400,60.27
2008-09-02,70.68,71.44,68.49,68.71,5540500,62.25
2008-08-29,70.57,70.99,69.97,70.57,2650200,63.93
2008-08-28,68.41,71.36,67.82,71.01,5247600,64.33
2008-08-27,66.81,68.22,66.60,67.96,2727700,61.57
2008-08-26,65.83,67.00,65.64,66.94,2618100,60.64
2008-08-25,67.27,67.40,65.75,66.04,2336900,59.83
2008-08-22,67.26,68.15,66.86,67.54,2352600,61.19
2008-08-21,65.68,67.50,65.50,66.98,3923700,60.68
2008-08-20,65.60,66.57,65.01,66.33,3067200,60.09
2008-08-19,66.34,66.60,65.24,65.50,2844600,59.34
2008-08-18,67.13,67.93,65.80,66.62,3772600,60.35
2008-08-15,68.06,68.28,65.55,66.65,4838900,60.38
2008-08-14,67.66,68.04,66.55,66.90,6951500,60.61
2008-08-13,62.43,67.37,60.99,67.10,28749100,60.79
2008-08-12,69.01,70.66,68.42,69.35,4210400,62.83
2008-08-11,68.78,70.00,67.84,69.58,6013000,63.04
2008-08-08,66.59,69.72,66.00,69.06,3606100,62.56
2008-08-07,66.95,68.47,66.00,66.97,4522900,60.67
2008-08-06,66.52,68.40,66.04,67.41,3823600,61.07
2008-08-05,66.07,66.80,65.51,66.67,5869200,60.40
2008-08-04,68.53,68.85,65.05,65.24,9149800,59.10
2008-08-01,70.71,71.37,69.88,70.22,4583500,63.62
2008-07-31,72.67,72.67,69.99,70.16,6587700,63.56
2008-07-30,71.46,73.57,70.87,73.47,5907800,66.56
2008-07-29,71.07,72.36,69.95,70.80,5461100,64.14
2008-07-28,69.30,70.46,69.04,69.71,5423300,63.15
2008-07-25,68.27,69.36,66.96,69.18,4179700,62.67
2008-07-24,71.50,72.23,67.30,67.79,6011000,61.41
2008-07-23,71.85,73.00,71.31,71.52,5585900,64.79
2008-07-22,70.78,71.57,69.21,70.58,6022500,63.94
2008-07-21,68.10,71.29,67.56,70.96,6200400,64.29
2008-07-18,68.05,69.08,66.85,67.33,5279300,61.00
2008-07-17,65.68,68.68,65.68,67.86,6963800,61.48
2008-07-16,64.97,65.77,63.51,65.15,9580300,59.02
2008-07-15,66.50,67.03,64.55,64.76,6238500,58.67
2008-07-14,65.82,67.64,65.66,67.30,5160900,60.97
2008-07-11,65.20,66.49,64.00,64.99,4973800,58.88
