2008,11,11,TSN,Buy,100
2008,11,18,TSN,Sell,100
2009,2,23,TXT,Buy,100
2009,3,2,TXT,Sell,100
2009,2,25,TXT,Buy,100
2009,3,4,TXT,Sell,100
2009,3,20,TXT,Buy,100
2009,3,27,TXT,Sell,100
2009,3,30,TXT,Buy,100
2009,4,6,TXT,Sell,100
2008,10,24,WYN,Buy,100
2008,10,31,WYN,Sell,100
2008,11,12,WYN,Buy,100
2008,11,19,WYN,Sell,100
2008,11,14,WYN,Buy,100
2008,11,21,WYN,Sell,100
2008,12,11,WYN,Buy,100
2008,12,18,WYN,Sell,100
2009,2,2,WYN,Buy,100
2009,2,9,WYN,Sell,100
2009,2,10,WYN,Buy,100
2009,2,18,WYN,Sell,100
2009,4,7,WYN,Buy,100
2009,4,15,WYN,Sell,100
2008,10,9,XL,Buy,100
2008,10,16,XL,Sell,100
2008,11,17,XL,Buy,100
2008,11,24,XL,Sell,100
2008,11,19,XL,Buy,100
2008,11,26,XL,Sell,100
2008,12,9,XL,Buy,100
2008,12,16,XL,Sell,100
2009,3,30,XL,Buy,100
2009,4,6,XL,Sell,100
2009,4,6,XL,Buy,100
2009,4,14,XL,Sell,100
2008,11,19,XRX,Buy,100
2008,11,26,XRX,Sell,100
2009,2,18,XRX,Buy,100
2009,2,25,XRX,Sell,100
2009,5,13,XRX,Buy,100
2009,5,20,XRX,Sell,100
