2009,4,3,ABT,BUY,100
2009,4,13,ABT,SELL,100
2009,9,22,ACE,BUY,100
2009,9,29,ACE,SELL,100
2009,8,28,ACN,BUY,100
2009,9,4,ACN,SELL,100
2008,8,5,ADM,BUY,100
2008,8,12,ADM,SELL,100
2008,2,27,ADSK,BUY,100
2008,3,5,ADSK,SELL,100
2009,11,18,ADSK,BUY,100
2009,11,25,ADSK,SELL,100
2009,9,10,AEE,BUY,100
2009,9,17,AEE,SELL,100
2008,5,15,AEP,BUY,100
2008,5,22,AEP,SELL,100
2009,4,29,AET,BUY,100
2009,5,6,AET,SELL,100
2009,5,1,AGN,BUY,100
2009,5,8,AGN,SELL,100
2009,6,3,AIG,BUY,100
2009,6,10,AIG,SELL,100
2009,10,19,AIG,BUY,100
2009,10,26,AIG,SELL,100
2009,7,30,AKAM,BUY,100
2009,8,6,AKAM,SELL,100
2009,4,15,ALXN,BUY,100
2009,4,22,ALXN,SELL,100
2009,9,21,AMAT,BUY,100
2009,9,28,AMAT,SELL,100
2009,5,4,AMT,BUY,100
2009,5,11,AMT,SELL,100
2009,5,8,AMT,BUY,100
2009,5,15,AMT,SELL,100
2009,5,1,AON,BUY,100
2009,5,8,AON,SELL,100
2008,8,11,APD,BUY,100
2008,8,18,APD,SELL,100
2009,12,21,APD,BUY,100
2009,12,29,APD,SELL,100
2009,7,22,ATI,BUY,100
2009,7,29,ATI,SELL,100
2009,5,8,AZO,BUY,100
2009,5,15,AZO,SELL,100
2009,8,3,AZO,BUY,100
2009,8,10,AZO,SELL,100
2009,10,20,AZO,BUY,100
2009,10,27,AZO,SELL,100
2009,4,3,BAX,BUY,100
2009,4,13,BAX,SELL,100
2009,6,4,BAX,BUY,100
2009,6,11,BAX,SELL,100
2009,10,15,BAX,BUY,100
2009,10,22,BAX,SELL,100
2009,5,7,BBBY,BUY,100
2009,5,14,BBBY,SELL,100
2009,7,23,BCR,BUY,100
2009,7,30,BCR,SELL,100
2009,7,27,BCR,BUY,100
2009,8,3,BCR,SELL,100
2009,10,20,BCR,BUY,100
2009,10,27,BCR,SELL,100
2008,5,19,BDX,BUY,100
2008,5,27,BDX,SELL,100
2009,7,31,BDX,BUY,100
2009,8,7,BDX,SELL,100
2009,5,29,BF.B,BUY,100
2009,6,5,BF.B,SELL,100
2009,4,30,BLL,BUY,100
2009,5,7,BLL,SELL,100
2008,4,7,BMC,BUY,100
2008,4,14,BMC,SELL,100
2009,10,20,BSX,BUY,100
2009,10,27,BSX,SELL,100
2009,12,14,C,BUY,100
2009,12,21,C,SELL,100
2009,12,21,CAG,BUY,100
2009,12,29,CAG,SELL,100
2009,6,2,CAH,BUY,100
2009,6,9,CAH,SELL,100
2008,7,30,CBG,BUY,100
2008,8,6,CBG,SELL,100
2009,10,20,CCE,BUY,100
2009,10,27,CCE,SELL,100
2008,5,15,CELG,BUY,100
2008,5,22,CELG,SELL,100
2008,8,11,CF,BUY,100
2008,8,18,CF,SELL,100
2009,9,17,CLX,BUY,100
2009,9,24,CLX,SELL,100
2008,2,27,CMS,BUY,100
2008,3,5,CMS,SELL,100
2008,5,19,CPB,BUY,100
2008,5,27,CPB,SELL,100
2009,4,24,CPB,BUY,100
2009,5,1,CPB,SELL,100
2009,5,29,CTAS,BUY,100
2009,6,5,CTAS,SELL,100
2009,12,23,CTAS,BUY,100
2009,12,30,CTAS,SELL,100
2008,4,8,CTL,BUY,100
2008,4,15,CTL,SELL,100
2009,9,18,CVH,BUY,100
2009,9,25,CVH,SELL,100
2009,5,5,DF,BUY,100
2009,5,12,DF,SELL,100
2009,10,16,DFS,BUY,100
2009,10,23,DFS,SELL,100
2009,7,28,DGX,BUY,100
2009,8,4,DGX,SELL,100
2009,8,5,DGX,BUY,100
2009,8,12,DGX,SELL,100
2009,9,16,DGX,BUY,100
2009,9,23,DGX,SELL,100
2009,5,1,DLTR,BUY,100
2009,5,8,DLTR,SELL,100
2009,7,31,DNB,BUY,100
2009,8,7,DNB,SELL,100
2008,5,1,DNR,BUY,100
2008,5,8,DNR,SELL,100
2008,8,5,DNR,BUY,100
2008,8,12,DNR,SELL,100
2008,8,11,DO,BUY,100
2008,8,18,DO,SELL,100
2009,8,7,DRI,BUY,100
2009,8,14,DRI,SELL,100
2009,6,5,DTV,BUY,100
2009,6,12,DTV,SELL,100
2008,8,15,DV,BUY,100
2008,8,22,DV,SELL,100
2009,5,4,DV,BUY,100
2009,5,11,DV,SELL,100
2009,11,11,DV,BUY,100
2009,11,18,DV,SELL,100
2009,10,20,DVA,BUY,100
2009,10,27,DVA,SELL,100
2008,5,16,EA,BUY,100
2008,5,23,EA,SELL,100
2009,8,5,EA,BUY,100
2009,8,12,EA,SELL,100
2009,6,5,EFX,BUY,100
2009,6,12,EFX,SELL,100
2008,8,12,EIX,BUY,100
2008,8,19,EIX,SELL,100
2008,12,31,ESRX,BUY,100
